xg,xd,xv,ba,bv,c,n_neigh,d,threshold,solvability
0.04759733526561549,0.0912712152852202,0.8611314494491643,72.31309363057677,54.649592901213694,84.93720754579296,3,40.056574218475426,0.09052861924449539,0
0.6052841232518515,0.26054126731943517,0.1341746094287133,68.20772427574975,52.416912949237926,22.005159580084854,12,40.056574218475426,0.09052861924449539,71
0.4105547162653228,0.05381223114756806,0.5356330525871091,15.453329145952733,87.29794693111572,19.367943731033954,41,40.056574218475426,0.09052861924449539,3
0.052507117581827134,0.7895399090479308,0.15795297337024206,11.307677122044858,34.435693725199826,66.75438840820634,34,40.056574218475426,0.09052861924449539,1859
0.4202611014826009,0.47769022082986234,0.10204867768753678,43.591641283694656,50.895346978905586,78.64990738100953,66,40.056574218475426,0.09052861924449539,382
0.3280906062172533,0.4127642379121219,0.2591451558706248,58.33038524453491,33.3195018057749,38.92758178229631,48,40.056574218475426,0.09052861924449539,308
0.33517252633685835,0.07482076242263047,0.5900067112405112,33.13439191408109,72.09530290710391,21.596650435499974,92,40.056574218475426,0.09052861924449539,3
0.4931937460891713,0.48577135602129273,0.021034897889535942,98.79618651391765,35.14538243617644,82.77872919191182,5,40.056574218475426,0.09052861924449539,16
0.23686430781747925,0.6556689867207154,0.10746670546180537,57.228534149910395,62.13230423994833,10.439336879268158,92,40.056574218475426,0.09052861924449539,821
0.15787147349668462,0.4836006887061667,0.3585278377971487,72.44594618608991,76.33177572681585,61.187390739988935,63,40.056574218475426,0.09052861924449539,366
0.43485665543576324,0.0845819114570302,0.48056143310720656,48.10071318767564,20.008672050464504,56.97853569406129,73,40.056574218475426,0.09052861924449539,292
0.019814209105097458,0.25114543814701895,0.7290403527478836,30.4528807400281,97.66723864300066,38.345525161620166,72,40.056574218475426,0.09052861924449539,0
0.3772474817512964,0.020097056979105576,0.602655461269598,84.1228015404156,61.607914801221895,31.513365352400648,84,40.056574218475426,0.09052861924449539,8
0.016794188099961027,0.6741938665325895,0.30901194536744947,50.32904878385991,28.734989769576792,9.674816362690475,40,40.056574218475426,0.09052861924449539,0
0.5411072467467408,0.3630674816097088,0.09582527164355037,52.71643233582538,14.38046638630649,84.11355303714078,19,40.056574218475426,0.09052861924449539,0
0.8640154061432365,0.010779875299156916,0.12520471855760662,27.73346160746344,14.12058955181632,0.8620424796034309,74,40.056574218475426,0.09052861924449539,34
0.5469818807047392,0.3142827563126337,0.13873536298262712,65.48584342159116,79.76676364219728,24.843886291767568,61,40.056574218475426,0.09052861924449539,321
0.6675117267282318,0.22014383273491156,0.11234444053685666,98.19707200878915,27.666424650677225,6.976500728379764,21,40.056574218475426,0.09052861924449539,104
0.44504980323993837,0.11316221460003861,0.441787982160023,3.180494244152521,4.202551018423284,3.8709035599197583,8,40.056574218475426,0.09052861924449539,1000
0.03741138957193457,0.5825943636966171,0.3799942467314483,61.739910221046614,28.05009924860893,50.170961863338334,3,40.056574218475426,0.09052861924449539,40
0.34408612340311817,0.18422645884853062,0.4716874177483512,21.919080518090304,6.6189171690851705,75.1277065258406,21,40.056574218475426,0.09052861924449539,0
0.1126878117201644,0.4607679540933832,0.4265442341864524,31.046778609165305,6.414196792409421,87.00558027465071,74,40.056574218475426,0.09052861924449539,0
0.5733894009999259,0.07494368695586084,0.3516669120442133,53.39604661338836,23.274104480597813,41.10590209307946,23,40.056574218475426,0.09052861924449539,0
0.19942035960336735,0.2783276503708334,0.5222519900257993,54.866777043118695,88.38345273859233,51.16390854265078,43,40.056574218475426,0.09052861924449539,407
0.11991208442711221,0.36806871261990304,0.5120192029529848,45.761889081147714,91.2137700981504,14.57964386897107,71,40.056574218475426,0.09052861924449539,0
0.42188789746946864,0.08140469395767524,0.4967074085728561,73.60125185982089,36.530801542409655,54.41333963875453,99,40.056574218475426,0.09052861924449539,336
0.1290468540961377,0.5174145869176542,0.3535385589862081,23.873480258309332,89.02903595536824,89.27284038388828,19,40.056574218475426,0.09052861924449539,423
0.31034725764995363,0.07748651831599851,0.6121662240340479,64.81650256283463,7.653852386419846,27.834176618892904,77,40.056574218475426,0.09052861924449539,290
0.32065057383745943,0.6024628712296679,0.07688655493287266,36.04118745519753,33.989959868388844,32.85135672684265,84,40.056574218475426,0.09052861924449539,764
0.3744558695247746,0.3233316412114361,0.3022124892637893,18.01659478283717,92.51433059291466,99.09748875634376,68,40.056574218475426,0.09052861924449539,0
0.08016249860596503,0.7652467976787828,0.1545907037152522,9.825967326700392,77.82881131925708,72.63313976450138,96,40.056574218475426,0.09052861924449539,0
0.2961624674508495,0.6808648676284811,0.022972664920669406,41.870742966456376,97.35322074393828,21.396357279159773,6,40.056574218475426,0.09052861924449539,405
0.15784649436981735,0.5737965741714911,0.26835693145869155,60.646528947357496,16.851293170602165,54.14025490104433,31,40.056574218475426,0.09052861924449539,0
0.8416882434429839,0.14775543644407685,0.010556320112939277,90.20294691881317,60.97726166113886,23.391983949446605,50,40.056574218475426,0.09052861924449539,83
0.21885953498628308,0.5553392443308282,0.22580122068288877,76.8619376142006,94.3620247929535,91.88402233837347,93,40.056574218475426,0.09052861924449539,460
0.15532185670010246,0.6427185770965826,0.2019595662033149,15.991557853747551,73.17621072162875,80.29049182994686,17,40.056574218475426,0.09052861924449539,522
0.18981054070199133,0.5733138321239799,0.23687562717402877,59.34136840712954,17.798591538030607,17.910439558137202,49,40.056574218475426,0.09052861924449539,0
0.22248953744462918,0.3841199010855534,0.39339056146981743,77.902224800808,84.41705126747448,16.613933614522736,27,40.056574218475426,0.09052861924449539,7
0.4625775156478368,0.4775020549628628,0.05992042938930042,33.41934077913689,2.5984791544190533,46.01287271355924,73,40.056574218475426,0.09052861924449539,587
0.09943794590213861,0.7602922660440339,0.1402697880538275,10.123544788035277,98.1514992751293,97.21391502240931,44,40.056574218475426,0.09052861924449539,2499
0.1739011801348297,0.34423606969325093,0.4818627501719194,63.5031306145288,92.16202932482759,0.10714627003260979,67,40.056574218475426,0.09052861924449539,1
0.4962685083247428,0.44200021747867824,0.06173127419657898,74.27905348446274,62.87408498157553,67.38421585909822,0,40.056574218475426,0.09052861924449539,0
0.4452576962995324,0.01877258748970756,0.5359697162107601,68.7484891484733,55.01939531358965,47.841634774792766,44,40.056574218475426,0.09052861924449539,198
0.07709845626619904,0.6870068874955846,0.23589465623821637,43.629162649536724,5.635226010508044,71.55558455927738,14,40.056574218475426,0.09052861924449539,0
0.0023418411027489316,0.910895168372815,0.08676299052443603,3.1482511550488645,31.541724154022265,41.79506289440506,32,40.056574218475426,0.09052861924449539,0
0.17720760135598845,0.6903907951093688,0.1324016035346427,19.361517124771787,84.1089945740634,35.913687408696106,83,40.056574218475426,0.09052861924449539,1904
0.3304984559360574,0.5234455136398728,0.14605603042406978,95.7237494555703,75.22660480419732,68.35925429803473,77,40.056574218475426,0.09052861924449539,242
0.1317785642642808,0.363050340956828,0.5051710947788912,37.68628616784516,3.6992943263964184,78.494766595645,18,40.056574218475426,0.09052861924449539,0
0.685421983308892,0.020849437065504572,0.2937285796256034,29.70240375243758,41.03352684328757,27.596352036026683,22,40.056574218475426,0.09052861924449539,273
0.770036350289951,0.07439249047839736,0.15557115923165166,79.80889515716318,9.804878618361567,2.565313075538167,83,40.056574218475426,0.09052861924449539,561
0.1228791418843096,0.5545839741223116,0.32253688399337876,55.89475283795251,33.87884802885066,58.5349706734489,23,40.056574218475426,0.09052861924449539,180
