Time treatment begin,Treatment total cost
11685,3.4915999999999996
11686,3.4915999999999996
11687,3.5216999999999996
11688,3.5216999999999996
11689,3.5216999999999996
11690,3.5216999999999996
11691,3.5216999999999996
11692,3.5216999999999996
11693,3.5216999999999996
11694,3.5216999999999996
11695,3.5517999999999996
11696,3.5517999999999996
11697,3.5517999999999996
11698,3.5517999999999996
11699,3.5517999999999996
11700,3.5517999999999996
11701,3.5517999999999996
11702,3.5517999999999996
11703,3.5818999999999996
11704,3.5818999999999996
11705,3.5818999999999996
11706,3.5818999999999996
11707,3.5818999999999996
11708,3.5818999999999996
11709,3.5818999999999996
11710,3.5818999999999996
11711,3.6119999999999997
11712,3.6119999999999997
11713,3.6119999999999997
11714,3.6119999999999997
11715,3.6119999999999997
11716,3.6119999999999997
11717,3.6119999999999997
11718,3.6119999999999997
11719,3.6119999999999997
11720,3.6420999999999997
11721,3.6420999999999997
11722,3.6420999999999997
11723,3.6420999999999997
11724,3.6420999999999997
11725,3.6420999999999997
11726,3.6420999999999997
11727,3.6420999999999997
11728,3.6721999999999997
11729,3.6721999999999997
11730,3.6721999999999997
11731,3.6721999999999997
11732,3.6721999999999997
11733,3.6721999999999997
11734,3.6721999999999997
11735,3.6721999999999997
11736,3.7022999999999997
11737,3.7022999999999997
11738,3.7022999999999997
11739,3.7022999999999997
11740,3.7022999999999997
11741,3.7022999999999997
11742,3.7022999999999997
11743,3.7323999999999997
11744,3.7323999999999997
11745,3.7323999999999997
11746,3.7323999999999997
11747,3.7323999999999997
11748,3.7323999999999997
11749,3.7323999999999997
11750,3.7323999999999997
11751,3.7624999999999997
11752,3.7624999999999997
11753,3.7624999999999997
11754,3.7624999999999997
11755,3.7624999999999997
11756,3.7624999999999997
11757,3.7624999999999997
11758,3.7624999999999997
11759,3.7925999999999997
11760,3.7925999999999997
11761,3.7925999999999997
11762,3.7925999999999997
11763,3.7925999999999997
11764,3.7925999999999997
11765,3.7925999999999997
11766,3.7925999999999997
11767,3.8226999999999998
11768,3.8226999999999998
11769,3.8226999999999998
11770,3.8226999999999998
11771,3.8226999999999998
11772,3.8226999999999998
11773,3.8226999999999998
11774,3.8528
11775,3.8528
11776,3.8528
11777,3.8528
11778,3.8528
11779,3.8528
11780,3.8528
11781,3.8528
11782,3.8829
11783,3.8829
11784,3.8829
11785,3.8829
11786,3.8829
11787,3.8829
11788,3.8829
11789,3.8829
11790,3.913
11791,3.913
11792,3.913
11793,3.913
11794,3.913
11795,3.913
11796,3.913
11797,3.9431
11798,3.9431
11799,3.9431
11800,3.9431
11801,3.9431
11802,3.9431
11803,3.9431
11804,3.9431
11805,3.9732
11806,3.9732
11807,3.9732
11808,3.9732
11809,3.9732
11810,3.9732
11811,3.9732
11812,4.0033
11813,4.0033
11814,4.0033
11815,4.0033
11816,4.0033
11817,4.0033
11818,4.0033
11819,4.0033
11820,4.0334
11821,4.0334
11822,4.0334
11823,4.0334
11824,4.0334
11825,4.0334
11826,4.0334
11827,4.0635
11828,4.0635
11829,4.0635
11830,4.0635
11831,4.0635
11832,4.0635
11833,4.0635
11834,4.0635
11835,4.0936
11836,4.0936
11837,4.0936
11838,4.0936
11839,4.0936
11840,4.0936
11841,4.0936
11842,4.1237
11843,4.1237
11844,4.1237
11845,4.1237
11846,4.1237
11847,4.1237
11848,4.1237
11849,4.1538
11850,4.1538
11851,4.1538
11852,4.1538
11853,4.1538
11854,4.1538
11855,4.1538
11856,4.1538
11857,4.1839
11858,4.1839
11859,4.1839
11860,4.1839
11861,4.1839
11862,4.1839
11863,4.1839
11864,4.214
11865,4.214
11866,4.214
11867,4.214
11868,4.214
11869,4.214
11870,4.214
11871,4.2440999999999995
11872,4.2440999999999995
11873,4.2440999999999995
11874,4.2440999999999995
11875,4.2440999999999995
11876,4.2440999999999995
11877,4.2440999999999995
11878,4.2440999999999995
11879,4.2741999999999996
11880,4.2741999999999996
11881,4.2741999999999996
11882,4.2741999999999996
11883,4.2741999999999996
11884,4.2741999999999996
11885,4.2741999999999996
11886,4.3043
11887,4.3043
11888,4.3043
11889,4.3043
11890,4.3043
11891,4.3043
11892,4.3043
11893,4.3344
11894,4.3344
11895,4.3344
11896,4.3344
11897,4.3344
11898,4.3344
11899,4.3344
11900,4.3344
11901,4.3645
11902,4.3645
11903,4.3645
11904,4.3645
11905,4.3645
11906,4.3645
11907,4.3645
11908,4.3946
11909,4.3946
11910,4.3946
11911,4.3946
11912,4.3946
11913,4.3946
11914,4.3946
11915,4.4247
11916,4.4247
11917,4.4247
11918,4.4247
11919,4.4247
11920,4.4247
11921,4.4247
11922,4.4247
11923,4.4548
11924,4.4548
11925,4.4548
11926,4.4548
11927,4.4548
11928,4.4548
11929,4.4548
11930,4.4849
11931,4.4849
11932,4.4849
11933,4.4849
11934,4.4849
11935,4.4849
11936,4.4849
11937,4.515
11938,4.515
11939,4.515
11940,4.515
11941,4.515
11942,4.515
11943,4.515
11944,4.515
11945,4.5451
11946,4.5451
11947,4.5451
11948,4.5451
11949,4.5451
11950,4.5451
11951,4.5451
11952,4.5752
11953,4.5752
11954,4.5752
11955,4.5752
11956,4.5752
11957,4.5752
11958,4.5752
11959,4.6053
11960,4.6053
11961,4.6053
11962,4.6053
11963,4.6053
11964,4.6053
11965,4.6053
11966,4.6053
11967,4.6354
11968,4.6354
11969,4.6354
11970,4.6354
11971,4.6354
11972,4.6354
11973,4.6354
11974,4.6655
11975,4.6655
11976,4.6655
11977,4.6655
11978,4.6655
11979,4.6655
11980,4.6655
11981,4.6655
11982,4.6956
11983,4.6956
11984,4.6956
11985,4.6956
11986,4.6956
11987,4.6956
11988,4.6956
11989,4.7257
11990,4.7257
11991,4.7257
11992,4.7257
11993,4.7257
11994,4.7257
11995,4.7257
11996,4.7257
11997,4.7558
11998,4.7558
11999,4.7558
12000,4.7558
12001,4.7558
12002,4.7558
12003,4.7558
12004,4.7859
12005,4.7859
12006,4.7859
12007,4.7859
12008,4.7859
12009,4.7859
12010,4.7859
12011,4.7859
12012,4.816
12013,4.816
12014,4.816
12015,4.816
12016,4.816
12017,4.816
12018,4.816
12019,4.8461
12020,4.8461
12021,4.8461
12022,4.8461
12023,4.8461
12024,4.8461
12025,4.8461
12026,4.8461
12027,4.8762
12028,4.8762
12029,4.8762
12030,4.8762
12031,4.8762
12032,4.8762
12033,4.8762
12034,4.9063
12035,4.9063
12036,4.9063
12037,4.9063
12038,4.9063
12039,4.9063
12040,4.9063
12041,4.9063
12042,4.9364
12043,4.9364
12044,4.9364
12045,4.9364
12046,4.9364
12047,4.9364
12048,4.9364
12049,4.9364
12050,4.9665
12051,4.9665
12052,4.9665
12053,4.9665
12054,4.9665
12055,4.9665
12056,4.9665
12057,4.9665
12058,4.9966
12059,4.9966
12060,4.9966
12061,4.9966
12062,4.9966
12063,4.9966
12064,4.9966
12065,4.9966
12066,5.026699999999999
12067,5.026699999999999
12068,5.026699999999999
12069,5.026699999999999
12070,5.026699999999999
12071,5.026699999999999
12072,5.026699999999999
12073,5.056799999999999
12074,5.056799999999999
12075,5.056799999999999
12076,5.056799999999999
12077,5.056799999999999
12078,5.056799999999999
12079,5.056799999999999
12080,5.056799999999999
12081,5.086899999999999
12082,5.086899999999999
12083,5.086899999999999
12084,5.086899999999999
12085,5.086899999999999
12086,5.086899999999999
12087,5.086899999999999
12088,5.086899999999999
12089,5.086899999999999
12090,5.116999999999999
12091,5.116999999999999
12092,5.116999999999999
12093,5.116999999999999
12094,5.116999999999999
12095,5.116999999999999
12096,5.116999999999999
12097,5.116999999999999
12098,5.147099999999999
12099,5.147099999999999
12100,5.147099999999999
12101,5.147099999999999
12102,5.147099999999999
12103,5.147099999999999
12104,5.147099999999999
12105,5.147099999999999
12106,5.177199999999999
12107,5.177199999999999
12108,5.177199999999999
12109,5.177199999999999
12110,5.177199999999999
12111,5.177199999999999
12112,5.177199999999999
12113,5.177199999999999
12114,5.207299999999999
12115,5.207299999999999
12116,5.207299999999999
12117,5.207299999999999
12118,5.207299999999999
12119,5.207299999999999
12120,5.207299999999999
12121,5.207299999999999
12122,5.207299999999999
12123,5.237399999999999
12124,5.237399999999999
12125,5.237399999999999
12126,5.237399999999999
12127,5.237399999999999
12128,5.237399999999999
12129,5.237399999999999
12130,5.237399999999999
12131,5.2675
12132,5.2675
12133,5.2675
12134,5.2675
12135,5.2675
12136,5.2675
12137,5.2675
12138,5.2675
12139,5.2675
12140,5.2976
12141,5.2976
12142,5.2976
12143,5.2976
12144,5.2976
12145,5.2976
12146,5.2976
12147,5.2976
12148,5.3277
12149,5.3277
12150,5.3277
12151,5.3277
12152,5.3277
12153,5.3277
12154,5.3277
12155,5.3277
12156,5.3277
12157,5.3578
12158,5.3578
12159,5.3578
12160,5.3578
12161,5.3578
12162,5.3578
12163,5.3578
12164,5.3578
12165,5.3578
12166,5.3879
12167,5.3879
12168,5.3879
12169,5.3879
12170,5.3879
12171,5.3879
12172,5.3879
12173,5.3879
12174,5.3879
12175,5.418
12176,5.418
12177,5.418
12178,5.418
12179,5.418
12180,5.418
12181,5.418
12182,5.418
12183,5.418
12184,5.418
12185,5.4481
12186,5.4481
12187,5.4481
12188,5.4481
12189,5.4481
12190,5.4481
12191,5.4481
12192,5.4481
12193,5.4481
12194,5.4782
12195,5.4782
12196,5.4782
12197,5.4782
12198,5.4782
12199,5.4782
12200,5.4782
12201,5.4782
12202,5.4782
12203,5.4782
12204,5.5083
12205,5.5083
12206,5.5083
12207,5.5083
12208,5.5083
12209,5.5083
12210,5.5083
12211,5.5083
12212,5.5083
12213,5.5083
12214,5.5384
12215,5.5384
12216,5.5384
12217,5.5384
12218,5.5384
12219,5.5384
12220,5.5384
12221,5.5384
12222,5.5384
12223,5.5384
12224,5.5685
12225,5.5685
12226,5.5685
12227,5.5685
12228,5.5685
12229,5.5685
12230,5.5685
12231,5.5685
12232,5.5685
12233,5.5685
12234,5.5685
12235,5.5986
12236,5.5986
12237,5.5986
12238,5.5986
12239,5.5986
12240,5.5986
12241,5.5986
12242,5.5986
12243,5.5986
12244,5.5986
12245,5.5986
12246,5.6287
12247,5.6287
12248,5.6287
12249,5.6287
12250,5.6287
12251,5.6287
12252,5.6287
12253,5.6287
12254,5.6287
12255,5.6287
12256,5.6287
12257,5.6588
12258,5.6588
12259,5.6588
12260,5.6588
12261,5.6588
12262,5.6588
12263,5.6588
12264,5.6588
12265,5.6588
12266,5.6588
12267,5.6588
12268,5.6588
12269,5.6889
12270,5.6889
12271,5.6889
12272,5.6889
12273,5.6889
12274,5.6889
12275,5.6889
12276,5.6889
12277,5.6889
12278,5.6889
12279,5.6889
12280,5.6889
12281,5.6889
12282,5.719
12283,5.719
12284,5.719
12285,5.719
12286,5.719
12287,5.719
12288,5.719
12289,5.719
12290,5.719
12291,5.719
12292,5.719
12293,5.719
12294,5.719
12295,5.7491
12296,5.7491
12297,5.7491
12298,5.7491
12299,5.7491
12300,5.7491
12301,5.7491
12302,5.7491
12303,5.7491
12304,5.7491
12305,5.7491
12306,5.7491
12307,5.7491
12308,5.7491
12309,5.7791999999999994
12310,5.7791999999999994
12311,5.7791999999999994
12312,5.7791999999999994
12313,5.7791999999999994
12314,5.7791999999999994
12315,5.7791999999999994
12316,5.7791999999999994
12317,5.7791999999999994
12318,5.7791999999999994
12319,5.7791999999999994
12320,5.7791999999999994
12321,5.7791999999999994
12322,5.7791999999999994
12323,5.7791999999999994
12324,5.8092999999999995
12325,5.8092999999999995
12326,5.8092999999999995
12327,5.8092999999999995
12328,5.8092999999999995
12329,5.8092999999999995
12330,5.8092999999999995
12331,5.8092999999999995
12332,5.8092999999999995
12333,5.8092999999999995
12334,5.8092999999999995
12335,5.8092999999999995
12336,5.8092999999999995
12337,5.8092999999999995
12338,5.8092999999999995
12339,5.8092999999999995
12340,5.8393999999999995
12341,5.8393999999999995
12342,5.8393999999999995
12343,5.8393999999999995
12344,5.8393999999999995
12345,5.8393999999999995
12346,5.8393999999999995
12347,5.8393999999999995
12348,5.8393999999999995
12349,5.8393999999999995
12350,5.8393999999999995
12351,5.8393999999999995
12352,5.8393999999999995
12353,5.8393999999999995
12354,5.8393999999999995
12355,5.8393999999999995
12356,5.8393999999999995
12357,5.8393999999999995
12358,5.8694999999999995
12359,5.8694999999999995
12360,5.8694999999999995
12361,5.8694999999999995
12362,5.8694999999999995
12363,5.8694999999999995
12364,5.8694999999999995
12365,5.8694999999999995
12366,5.8694999999999995
12367,5.8694999999999995
12368,5.8694999999999995
12369,5.8694999999999995
12370,5.8694999999999995
12371,5.8694999999999995
12372,5.8694999999999995
12373,5.8694999999999995
12374,5.8694999999999995
12375,5.8694999999999995
12376,5.8694999999999995
12377,5.8694999999999995
12378,5.8694999999999995
12379,5.8995999999999995
12380,5.8995999999999995
12381,5.8995999999999995
12382,5.8995999999999995
12383,5.8995999999999995
12384,5.8995999999999995
12385,5.8995999999999995
12386,5.8995999999999995
12387,5.8995999999999995
12388,5.8995999999999995
12389,5.8995999999999995
12390,5.8995999999999995
12391,5.8995999999999995
12392,5.8995999999999995
12393,5.8995999999999995
12394,5.8995999999999995
12395,5.8995999999999995
12396,5.8995999999999995
12397,5.8995999999999995
12398,5.8995999999999995
12399,5.8995999999999995
12400,5.8995999999999995
12401,5.8995999999999995
12402,5.8995999999999995
12403,5.8995999999999995
12404,5.8995999999999995
12405,5.8995999999999995
12406,5.9296999999999995
12407,5.9296999999999995
12408,5.9296999999999995
12409,5.9296999999999995
12410,5.9296999999999995
12411,5.9296999999999995
12412,5.9296999999999995
12413,5.9296999999999995
12414,5.9296999999999995
12415,5.9296999999999995
12416,5.9296999999999995
12417,5.9296999999999995
12418,5.9296999999999995
12419,5.9296999999999995
12420,5.9296999999999995
12421,5.9296999999999995
12422,5.9296999999999995
12423,5.9296999999999995
12424,5.9296999999999995
12425,5.9296999999999995
12426,5.9296999999999995
12427,5.9296999999999995
12428,5.9296999999999995
12429,5.9296999999999995
12430,5.9296999999999995
12431,5.9296999999999995
12432,5.9296999999999995
12433,5.9296999999999995
12434,5.9296999999999995
12435,5.9296999999999995
12436,5.9296999999999995
12437,5.9296999999999995
12438,5.9296999999999995
12439,5.9296999999999995
12440,5.9296999999999995
12441,5.9296999999999995
12442,5.9296999999999995
12443,5.9296999999999995
12444,5.9296999999999995
12445,5.9296999999999995
12446,5.9296999999999995
12447,5.9296999999999995
12448,5.9296999999999995
12449,5.9296999999999995
12450,5.9597999999999995
12451,5.9597999999999995
12452,5.9597999999999995
12453,5.9597999999999995
12454,5.9597999999999995
12455,5.9597999999999995
12456,5.9597999999999995
12457,5.9597999999999995
12458,5.9597999999999995
12459,5.9597999999999995
12460,5.9597999999999995
12461,5.9597999999999995
12462,5.9597999999999995
12463,5.9597999999999995
12464,5.9597999999999995
12465,5.9597999999999995
12466,5.9597999999999995
12467,5.9597999999999995
12468,5.9597999999999995
12469,5.9597999999999995
12470,5.9597999999999995
12471,5.9597999999999995
12472,5.9597999999999995
12473,5.9597999999999995
12474,5.9597999999999995
12475,5.9597999999999995
12476,5.9597999999999995
12477,5.9597999999999995
12478,5.9597999999999995
12479,5.9597999999999995
12480,5.9597999999999995
12481,5.9597999999999995
12482,5.9597999999999995
12483,5.9597999999999995
12484,5.9597999999999995
12485,5.9597999999999995
12486,5.9597999999999995
12487,5.9597999999999995
12488,5.9597999999999995
12489,5.9597999999999995
12490,5.9597999999999995
12491,5.9597999999999995
12492,5.9597999999999995
12493,5.9597999999999995
12494,5.9597999999999995
12495,5.9597999999999995
12496,5.9597999999999995
12497,5.9597999999999995
12498,5.9597999999999995
12499,5.9597999999999995
12500,5.9597999999999995
12501,5.9597999999999995
12502,5.9597999999999995
12503,5.9597999999999995
12504,5.9597999999999995
12505,5.9597999999999995
12506,5.9597999999999995
12507,5.9597999999999995
12508,5.9597999999999995
12509,5.9597999999999995
12510,5.9597999999999995
12511,5.9597999999999995
12512,5.9597999999999995
12513,5.9597999999999995
12514,5.9597999999999995
12515,5.9597999999999995
12516,5.9597999999999995
12517,5.9296999999999995
12518,5.9296999999999995
12519,5.9296999999999995
12520,5.9296999999999995
12521,5.9296999999999995
12522,5.9296999999999995
12523,5.9296999999999995
12524,5.9296999999999995
12525,5.9296999999999995
12526,5.9296999999999995
12527,5.9296999999999995
12528,5.9296999999999995
12529,5.9296999999999995
12530,5.9296999999999995
12531,5.9296999999999995
12532,5.9296999999999995
12533,5.9296999999999995
12534,5.9296999999999995
12535,5.9296999999999995
12536,5.9296999999999995
12537,5.9296999999999995
12538,5.9296999999999995
12539,5.9296999999999995
12540,5.9296999999999995
12541,5.9296999999999995
12542,5.9296999999999995
12543,5.9296999999999995
12544,5.9296999999999995
12545,5.9296999999999995
12546,5.9296999999999995
12547,5.9296999999999995
12548,5.9296999999999995
12549,5.9296999999999995
12550,5.9296999999999995
12551,5.9296999999999995
12552,5.9296999999999995
12553,5.9296999999999995
12554,5.9296999999999995
12555,5.9296999999999995
12556,5.9296999999999995
12557,5.9296999999999995
12558,5.9296999999999995
12559,5.9296999999999995
12560,5.9296999999999995
12561,5.8995999999999995
12562,5.8995999999999995
12563,5.8995999999999995
12564,5.8995999999999995
12565,5.8995999999999995
12566,5.8995999999999995
12567,5.8995999999999995
12568,5.8995999999999995
12569,5.8995999999999995
12570,5.8995999999999995
12571,5.8995999999999995
12572,5.8995999999999995
12573,5.8995999999999995
12574,5.8995999999999995
12575,5.8995999999999995
12576,5.8995999999999995
12577,5.8995999999999995
12578,5.8995999999999995
12579,5.8995999999999995
12580,5.8995999999999995
12581,5.8995999999999995
12582,5.8995999999999995
12583,5.8995999999999995
12584,5.8995999999999995
12585,5.8995999999999995
12586,5.8995999999999995
12587,5.8995999999999995
12588,5.8995999999999995
12589,5.8694999999999995
12590,5.8694999999999995
12591,5.8694999999999995
12592,5.8694999999999995
12593,5.8694999999999995
12594,5.8694999999999995
12595,5.8694999999999995
12596,5.8694999999999995
12597,5.8694999999999995
12598,5.8694999999999995
12599,5.8694999999999995
12600,5.8694999999999995
12601,5.8694999999999995
12602,5.8694999999999995
12603,5.8694999999999995
12604,5.8694999999999995
12605,5.8694999999999995
12606,5.8694999999999995
12607,5.8694999999999995
12608,5.8694999999999995
12609,5.8694999999999995
12610,5.8694999999999995
12611,5.8393999999999995
12612,5.8393999999999995
12613,5.8393999999999995
12614,5.8393999999999995
12615,5.8393999999999995
12616,5.8393999999999995
12617,5.8393999999999995
12618,5.8393999999999995
12619,5.8393999999999995
12620,5.8393999999999995
12621,5.8393999999999995
12622,5.8393999999999995
12623,5.8393999999999995
12624,5.8393999999999995
12625,5.8393999999999995
12626,5.8393999999999995
12627,5.8393999999999995
12628,5.8393999999999995
12629,5.8393999999999995
12630,5.8393999999999995
12631,5.8092999999999995
12632,5.8092999999999995
12633,5.8092999999999995
12634,5.8092999999999995
12635,5.8092999999999995
12636,5.8092999999999995
12637,5.8092999999999995
12638,5.8092999999999995
12639,5.8092999999999995
12640,5.8092999999999995
12641,5.8092999999999995
12642,5.8092999999999995
12643,5.8092999999999995
12644,5.8092999999999995
12645,5.8092999999999995
12646,5.8092999999999995
12647,5.8092999999999995
12648,5.7791999999999994
12649,5.7791999999999994
12650,5.7791999999999994
12651,5.7791999999999994
12652,5.7791999999999994
12653,5.7791999999999994
12654,5.7791999999999994
12655,5.7791999999999994
12656,5.7791999999999994
12657,5.7791999999999994
12658,5.7791999999999994
12659,5.7791999999999994
12660,5.7791999999999994
12661,5.7791999999999994
12662,5.7791999999999994
12663,5.7791999999999994
12664,5.7491
12665,5.7491
12666,5.7491
12667,5.7491
12668,5.7491
12669,5.7491
12670,5.7491
12671,5.7491
12672,5.7491
12673,5.7491
12674,5.7491
12675,5.7491
12676,5.7491
12677,5.7491
12678,5.7491
12679,5.719
12680,5.719
12681,5.719
12682,5.719
12683,5.719
12684,5.719
12685,5.719
12686,5.719
12687,5.719
12688,5.719
12689,5.719
12690,5.719
12691,5.719
12692,5.719
12693,5.6889
12694,5.6889
12695,5.6889
12696,5.6889
12697,5.6889
12698,5.6889
12699,5.6889
12700,5.6889
12701,5.6889
12702,5.6889
12703,5.6889
12704,5.6889
12705,5.6889
12706,5.6889
12707,5.6588
12708,5.6588
12709,5.6588
12710,5.6588
12711,5.6588
12712,5.6588
12713,5.6588
12714,5.6588
12715,5.6588
12716,5.6588
12717,5.6588
12718,5.6588
12719,5.6287
12720,5.6287
12721,5.6287
12722,5.6287
12723,5.6287
12724,5.6287
12725,5.6287
12726,5.6287
12727,5.6287
12728,5.6287
12729,5.6287
12730,5.6287
12731,5.6287
12732,5.5986
12733,5.5986
12734,5.5986
12735,5.5986
12736,5.5986
12737,5.5986
12738,5.5986
12739,5.5986
12740,5.5986
12741,5.5986
12742,5.5986
12743,5.5986
12744,5.5685
12745,5.5685
12746,5.5685
12747,5.5685
12748,5.5685
12749,5.5685
12750,5.5685
12751,5.5685
12752,5.5685
12753,5.5685
12754,5.5685
12755,5.5685
12756,5.5384
12757,5.5384
12758,5.5384
12759,5.5384
12760,5.5384
12761,5.5384
12762,5.5384
12763,5.5384
12764,5.5384
12765,5.5384
12766,5.5384
12767,5.5083
12768,5.5083
12769,5.5083
12770,5.5083
12771,5.5083
12772,5.5083
12773,5.5083
12774,5.5083
12775,5.5083
12776,5.5083
12777,5.5083
12778,5.4782
12779,5.4782
12780,5.4782
12781,5.4782
12782,5.4782
12783,5.4782
12784,5.4782
12785,5.4782
12786,5.4782
12787,5.4782
12788,5.4782
12789,5.4481
12790,5.4481
12791,5.4481
12792,5.4481
12793,5.4481
12794,5.4481
12795,5.4481
12796,5.4481
12797,5.4481
12798,5.4481
12799,5.4481
12800,5.418
12801,5.418
12802,5.418
12803,5.418
12804,5.418
12805,5.418
12806,5.418
12807,5.418
12808,5.418
12809,5.418
12810,5.418
12811,5.3879
12812,5.3879
12813,5.3879
12814,5.3879
12815,5.3879
12816,5.3879
12817,5.3879
12818,5.3879
12819,5.3879
12820,5.3879
12821,5.3578
12822,5.3578
12823,5.3578
12824,5.3578
12825,5.3578
12826,5.3578
12827,5.3578
12828,5.3578
12829,5.3578
12830,5.3578
12831,5.3578
12832,5.3277
12833,5.3277
12834,5.3277
12835,5.3277
12836,5.3277
12837,5.3277
12838,5.3277
12839,5.3277
12840,5.3277
12841,5.3277
12842,5.2976
12843,5.2976
12844,5.2976
12845,5.2976
12846,5.2976
12847,5.2976
12848,5.2976
12849,5.2976
12850,5.2976
12851,5.2976
12852,5.2675
12853,5.2675
12854,5.2675
12855,5.2675
12856,5.2675
12857,5.2675
12858,5.2675
12859,5.2675
12860,5.2675
12861,5.2675
12862,5.237399999999999
12863,5.237399999999999
12864,5.237399999999999
12865,5.237399999999999
12866,5.237399999999999
12867,5.237399999999999
12868,5.237399999999999
12869,5.237399999999999
12870,5.237399999999999
12871,5.237399999999999
12872,5.207299999999999
12873,5.207299999999999
12874,5.207299999999999
12875,5.207299999999999
12876,5.207299999999999
12877,5.207299999999999
12878,5.207299999999999
12879,5.207299999999999
12880,5.207299999999999
12881,5.177199999999999
12882,5.177199999999999
12883,5.177199999999999
12884,5.177199999999999
12885,5.177199999999999
12886,5.177199999999999
12887,5.177199999999999
12888,5.177199999999999
12889,5.177199999999999
12890,5.177199999999999
12891,5.147099999999999
12892,5.147099999999999
12893,5.147099999999999
12894,5.147099999999999
12895,5.147099999999999
12896,5.147099999999999
12897,5.147099999999999
12898,5.147099999999999
12899,5.147099999999999
12900,5.147099999999999
12901,5.116999999999999
12902,5.116999999999999
12903,5.116999999999999
12904,5.116999999999999
12905,5.116999999999999
12906,5.116999999999999
12907,5.116999999999999
12908,5.116999999999999
12909,5.116999999999999
12910,5.086899999999999
12911,5.086899999999999
12912,5.086899999999999
12913,5.086899999999999
12914,5.086899999999999
12915,5.086899999999999
12916,5.086899999999999
12917,5.086899999999999
12918,5.086899999999999
12919,5.086899999999999
12920,5.056799999999999
12921,5.056799999999999
12922,5.056799999999999
12923,5.056799999999999
12924,5.056799999999999
12925,5.056799999999999
12926,5.056799999999999
12927,5.056799999999999
12928,5.056799999999999
12929,5.026699999999999
12930,5.026699999999999
12931,5.026699999999999
12932,5.026699999999999
12933,5.026699999999999
12934,5.026699999999999
12935,5.026699999999999
12936,5.026699999999999
12937,5.026699999999999
12938,4.9966
12939,4.9966
12940,4.9966
12941,4.9966
12942,4.9966
12943,4.9966
12944,4.9966
12945,4.9966
12946,4.9966
12947,4.9966
12948,4.9665
12949,4.9665
12950,4.9665
12951,4.9665
12952,4.9665
12953,4.9665
12954,4.9665
12955,4.9665
12956,4.9665
12957,4.9364
12958,4.9364
12959,4.9364
12960,4.9364
12961,4.9364
12962,4.9364
12963,4.9364
12964,4.9364
12965,4.9364
12966,4.9063
12967,4.9063
12968,4.9063
12969,4.9063
12970,4.9063
12971,4.9063
12972,4.9063
12973,4.9063
12974,4.9063
12975,4.8762
12976,4.8762
12977,4.8762
12978,4.8762
12979,4.8762
12980,4.8762
12981,4.8762
12982,4.8762
12983,4.8762
12984,4.8762
12985,4.8461
12986,4.8461
12987,4.8461
12988,4.8461
12989,4.8461
12990,4.8461
12991,4.8461
12992,4.8461
12993,4.8461
12994,4.816
12995,4.816
12996,4.816
12997,4.816
12998,4.816
12999,4.816
13000,4.816
13001,4.816
13002,4.816
13003,4.7859
13004,4.7859
13005,4.7859
13006,4.7859
13007,4.7859
13008,4.7859
13009,4.7859
13010,4.7859
13011,4.7859
13012,4.7558
13013,4.7558
13014,4.7558
13015,4.7558
13016,4.7558
13017,4.7558
13018,4.7558
13019,4.7558
13020,4.7558
13021,4.7257
13022,4.7257
13023,4.7257
13024,4.7257
13025,4.7257
13026,4.7257
13027,4.7257
13028,4.7257
13029,4.7257
13030,4.6956
13031,4.6956
13032,4.6956
13033,4.6956
13034,4.6956
13035,4.6956
13036,4.6956
13037,4.6956
13038,4.6956
13039,4.6655
13040,4.6655
13041,4.6655
13042,4.6655
13043,4.6655
13044,4.6655
13045,4.6655
13046,4.6655
13047,4.6655
13048,4.6354
13049,4.6354
13050,4.6354
13051,4.6354
13052,4.6354
13053,4.6354
13054,4.6354
13055,4.6354
13056,4.6354
13057,4.6053
13058,4.6053
13059,4.6053
13060,4.6053
13061,4.6053
13062,4.6053
13063,4.6053
13064,4.6053
13065,4.6053
13066,4.5752
13067,4.5752
13068,4.5752
13069,4.5752
13070,4.5752
13071,4.5752
13072,4.5752
13073,4.5752
13074,4.5752
13075,4.5451
13076,4.5451
13077,4.5451
13078,4.5451
13079,4.5451
13080,4.5451
13081,4.5451
13082,4.5451
13083,4.5451
13084,4.515
13085,4.515
13086,4.515
13087,4.515
13088,4.515
13089,4.515
13090,4.515
13091,4.515
13092,4.515
13093,4.4849
13094,4.4849
13095,4.4849
13096,4.4849
13097,4.4849
13098,4.4849
13099,4.4849
13100,4.4849
13101,4.4849
13102,4.4548
13103,4.4548
13104,4.4548
13105,4.4548
13106,4.4548
13107,4.4548
13108,4.4548
13109,4.4548
13110,4.4548
13111,4.4247
13112,4.4247
13113,4.4247
13114,4.4247
13115,4.4247
13116,4.4247
13117,4.4247
13118,4.4247
13119,4.4247
13120,4.3946
13121,4.3946
13122,4.3946
13123,4.3946
13124,4.3946
13125,4.3946
13126,4.3946
13127,4.3946
13128,4.3946
13129,4.3645
13130,4.3645
13131,4.3645
13132,4.3645
13133,4.3645
13134,4.3645
13135,4.3645
13136,4.3645
13137,4.3645
13138,4.3344
13139,4.3344
13140,4.3344
13141,4.3344
13142,4.3344
13143,4.3344
13144,4.3344
13145,4.3344
13146,4.3344
13147,4.3043
13148,4.3043
13149,4.3043
13150,4.3043
13151,4.3043
13152,4.3043
13153,4.3043
13154,4.3043
13155,4.3043
13156,4.2741999999999996
13157,4.2741999999999996
13158,4.2741999999999996
13159,4.2741999999999996
