Time_injection,Win,terminated_arr
158498,1,1586.12
158499,1,1586.13
158500,1,1586.14
158501,1,1586.15
158502,1,1586.16
158503,1,1586.16
158504,1,1586.17
158505,1,1586.18
158506,1,1586.19
158507,1,1586.2
158508,1,1586.21
158509,1,1586.22
158510,1,1586.23
158511,1,1586.24
158512,1,1586.24
158513,1,1586.25
158514,1,1586.26
158515,1,1586.27
158516,1,1586.28
158517,1,1586.29
158518,1,1586.3
158519,1,1586.31
158520,1,1586.32
158521,1,1586.33
158522,1,1586.33
158523,1,1586.34
158524,1,1586.35
158525,1,1586.36
158526,1,1586.37
158527,1,1586.38
158528,1,1586.39
158529,1,1586.4
158530,1,1586.41
158531,1,1586.42
158532,1,1586.42
158533,1,1586.43
158534,1,1586.44
158535,1,1586.45
158536,1,1586.46
158537,1,1586.47
158538,1,1586.48
158539,1,1586.49
158540,1,1586.5
158541,1,1586.51
158542,1,1586.51
158543,1,1586.52
158544,1,1586.53
158545,1,1586.54
158546,1,1586.55
158547,1,1586.56
158548,1,1586.57
158549,1,1586.58
158550,1,1586.59
158551,1,1586.6
158552,1,1586.6
158553,1,1586.61
158554,1,1586.62
158555,1,1586.63
158556,1,1586.64
158557,1,1586.65
158558,1,1586.66
158559,1,1586.67
158560,1,1586.68
158561,1,1586.69
158562,1,1586.7
158563,1,1586.7
158564,1,1586.71
158565,1,1586.72
158566,1,1586.73
158567,1,1586.74
158568,1,1586.75
158569,1,1586.76
158570,1,1586.77
158571,1,1586.78
158572,1,1586.79
158573,1,1586.79
158574,1,1586.8
158575,1,1586.81
158576,1,1586.82
158577,1,1586.83
158578,1,1586.84
158579,1,1586.85
158580,1,1586.86
158581,1,1586.87
158582,1,1586.88
158583,1,1586.89
158584,1,1586.89
158585,1,1586.9
158586,1,1586.91
158587,1,1586.92
158588,1,1586.93
158589,1,1586.94
158590,1,1586.95
158591,1,1586.96
158592,1,1586.97
158593,1,1586.98
158594,1,1586.98
158595,1,1586.99
158596,1,1587.0
158597,1,1587.01
158598,1,1587.02
158599,1,1587.03
158600,1,1587.04
158601,1,1587.05
158602,1,1587.06
158603,1,1587.07
158604,1,1587.08
158605,1,1587.08
158606,1,1587.09
158607,1,1587.1
158608,1,1587.11
158609,1,1587.12
158610,1,1587.13
158611,1,1587.14
158612,1,1587.15
158613,1,1587.16
158614,1,1587.17
158615,1,1587.18
158616,1,1587.18
158617,1,1587.19
158618,1,1587.2
158619,1,1587.21
158620,1,1587.22
158621,1,1587.23
158622,1,1587.24
158623,1,1587.25
158624,1,1587.26
158625,1,1587.27
158626,1,1587.28
158627,1,1587.28
158628,1,1587.29
158629,1,1587.3
158630,1,1587.31
158631,1,1587.32
158632,1,1587.33
158633,1,1587.34
158634,1,1587.35
158635,1,1587.36
158636,1,1587.37
158637,1,1587.38
158638,1,1587.39
158639,1,1587.39
158640,1,1587.4
158641,1,1587.41
158642,1,1587.42
158643,1,1587.43
158644,1,1587.44
158645,1,1587.45
158646,1,1587.46
158647,1,1587.47
158648,1,1587.48
158649,1,1587.49
158650,1,1587.5
158651,1,1587.5
158652,1,1587.51
158653,1,1587.52
158654,1,1587.53
158655,1,1587.54
158656,1,1587.55
158657,1,1587.56
158658,1,1587.57
158659,1,1587.58
158660,1,1587.59
158661,1,1587.6
158662,1,1587.61
158663,1,1587.61
158664,1,1587.62
158665,1,1587.63
158666,1,1587.64
158667,1,1587.65
158668,1,1587.66
158669,1,1587.67
158670,1,1587.68
158671,1,1587.69
158672,1,1587.7
158673,1,1587.71
158674,1,1587.72
158675,1,1587.72
158676,1,1587.73
158677,1,1587.74
158678,1,1587.75
158679,1,1587.76
158680,1,1587.77
158681,1,1587.78
158682,1,1587.79
158683,1,1587.8
158684,1,1587.81
158685,1,1587.82
158686,1,1587.83
158687,1,1587.84
158688,1,1587.84
158689,1,1587.85
158690,1,1587.86
158691,1,1587.87
158692,1,1587.88
158693,1,1587.89
158694,1,1587.9
158695,1,1587.91
158696,1,1587.92
158697,1,1587.93
158698,1,1587.94
158699,1,1587.95
158700,1,1587.96
158701,1,1587.96
158702,1,1587.97
158703,1,1587.98
158704,1,1587.99
158705,1,1588.0
158706,1,1588.01
158707,1,1588.02
158708,1,1588.03
158709,1,1588.04
158710,1,1588.05
158711,1,1588.06
158712,1,1588.07
158713,1,1588.08
158714,1,1588.08
158715,1,1588.09
158716,1,1588.1
158717,1,1588.11
158718,1,1588.12
158719,1,1588.13
158720,1,1588.14
158721,1,1588.15
158722,1,1588.16
158723,1,1588.17
158724,1,1588.18
158725,1,1588.19
158726,1,1588.2
158727,1,1588.21
158728,1,1588.21
158729,1,1588.22
158730,1,1588.23
158731,1,1588.24
158732,1,1588.25
158733,1,1588.26
158734,1,1588.27
158735,1,1588.28
158736,1,1588.29
158737,1,1588.3
158738,1,1588.31
158739,1,1588.32
158740,1,1588.33
158741,1,1588.34
158742,1,1588.35
158743,1,1588.35
158744,1,1588.36
158745,1,1588.37
158746,1,1588.38
158747,1,1588.39
158748,1,1588.4
158749,1,1588.41
158750,1,1588.42
158751,1,1588.43
158752,1,1588.44
158753,1,1588.45
158754,1,1588.46
158755,1,1588.47
158756,1,1588.48
158757,1,1588.49
158758,1,1588.49
158759,1,1588.5
158760,1,1588.51
158761,1,1588.52
158762,1,1588.53
158763,1,1588.54
158764,1,1588.55
158765,1,1588.56
158766,1,1588.57
158767,1,1588.58
158768,1,1588.59
158769,1,1588.6
158770,1,1588.61
158771,1,1588.62
158772,1,1588.63
158773,1,1588.64
158774,1,1588.64
158775,1,1588.65
158776,1,1588.66
158777,1,1588.67
158778,1,1588.68
158779,1,1588.69
158780,1,1588.7
158781,1,1588.71
158782,1,1588.72
158783,1,1588.73
158784,1,1588.74
158785,1,1588.75
158786,1,1588.76
158787,1,1588.77
158788,1,1588.78
158789,1,1588.79
158790,1,1588.8
158791,1,1588.81
158792,1,1588.81
158793,1,1588.82
158794,1,1588.83
158795,1,1588.84
158796,1,1588.85
158797,1,1588.86
158798,1,1588.87
158799,1,1588.88
158800,1,1588.89
158801,1,1588.9
158802,1,1588.91
158803,1,1588.92
158804,1,1588.93
158805,1,1588.94
158806,1,1588.95
158807,1,1588.96
158808,1,1588.97
158809,1,1588.98
158810,1,1588.99
158811,1,1588.99
158812,1,1589.0
158813,1,1589.01
158814,1,1589.02
158815,1,1589.03
158816,1,1589.04
158817,1,1589.05
158818,1,1589.06
158819,1,1589.07
158820,1,1589.08
158821,1,1589.09
158822,1,1589.1
158823,1,1589.11
158824,1,1589.12
158825,1,1589.13
158826,1,1589.14
158827,1,1589.15
158828,1,1589.16
158829,1,1589.17
158830,1,1589.18
158831,1,1589.19
158832,1,1589.19
158833,1,1589.2
158834,1,1589.21
158835,1,1589.22
158836,1,1589.23
158837,1,1589.24
158838,1,1589.25
158839,1,1589.26
158840,1,1589.27
158841,1,1589.28
158842,1,1589.29
158843,1,1589.3
158844,1,1589.31
158845,1,1589.32
158846,1,1589.33
158847,1,1589.34
158848,1,1589.35
158849,1,1589.36
158850,1,1589.37
158851,1,1589.38
158852,1,1589.39
158853,1,1589.4
158854,1,1589.41
158855,1,1589.42
158856,1,1589.43
158857,1,1589.43
158858,1,1589.44
158859,1,1589.45
158860,1,1589.46
158861,1,1589.47
158862,1,1589.48
158863,1,1589.49
158864,1,1589.5
158865,1,1589.51
158866,1,1589.52
158867,1,1589.53
158868,1,1589.54
158869,1,1589.55
158870,1,1589.56
158871,1,1589.57
158872,1,1589.58
158873,1,1589.59
158874,1,1589.6
158875,1,1589.61
158876,1,1589.62
158877,1,1589.63
158878,1,1589.64
158879,1,1589.65
158880,1,1589.66
158881,1,1589.67
158882,1,1589.68
158883,1,1589.69
158884,1,1589.7
158885,1,1589.71
158886,1,1589.72
158887,1,1589.73
158888,1,1589.73
158889,1,1589.74
158890,1,1589.75
158891,1,1589.76
158892,1,1589.77
158893,1,1589.78
158894,1,1589.79
158895,1,1589.8
158896,1,1589.81
158897,1,1589.82
158898,1,1589.83
158899,1,1589.84
158900,1,1589.85
158901,1,1589.86
158902,1,1589.87
158903,1,1589.88
158904,1,1589.89
158905,1,1589.9
158906,1,1589.91
158907,1,1589.92
158908,1,1589.93
158909,1,1589.94
158910,1,1589.95
158911,1,1589.96
158912,1,1589.97
158913,1,1589.98
158914,1,1589.99
158915,1,1590.0
158916,1,1590.01
158917,1,1590.02
158918,1,1590.03
158919,1,1590.04
158920,1,1590.05
158921,1,1590.06
158922,1,1590.07
158923,1,1590.08
158924,1,1590.09
158925,1,1590.1
158926,1,1590.11
158927,1,1590.12
158928,1,1590.13
158929,1,1590.14
158930,1,1590.15
158931,1,1590.16
158932,1,1590.17
158933,1,1590.18
158934,1,1590.19
158935,1,1590.2
158936,1,1590.21
158937,1,1590.22
158938,1,1590.23
158939,1,1590.24
158940,1,1590.25
158941,1,1590.26
158942,1,1590.27
158943,1,1590.28
158944,1,1590.29
158945,1,1590.29
158946,1,1590.3
158947,1,1590.31
158948,1,1590.32
158949,1,1590.33
158950,1,1590.34
158951,1,1590.35
158952,1,1590.36
158953,1,1590.37
158954,1,1590.38
158955,1,1590.39
158956,1,1590.4
158957,1,1590.41
158958,1,1590.42
158959,1,1590.43
158960,1,1590.44
158961,1,1590.45
158962,1,1590.46
158963,1,1590.47
158964,1,1590.48
158965,1,1590.49
158966,1,1590.5
158967,1,1590.51
158968,1,1590.52
158969,1,1590.53
158970,1,1590.54
158971,1,1590.55
158972,1,1590.56
158973,1,1590.57
158974,1,1590.58
158975,1,1590.59
158976,1,1590.6
158977,1,1590.61
158978,1,1590.62
158979,1,1590.63
158980,1,1590.64
158981,1,1590.65
158982,1,1590.66
158983,1,1590.67
158984,1,1590.68
158985,1,1590.69
158986,1,1590.7
158987,1,1590.71
158988,1,1590.73
158989,1,1590.74
158990,1,1590.75
158991,1,1590.76
158992,1,1590.77
158993,1,1590.78
158994,1,1590.79
158995,1,1590.8
158996,1,1590.81
158997,1,1590.82
158998,1,1590.83
158999,1,1590.84
159000,1,1590.85
159001,1,1590.86
159002,1,1590.87
159003,1,1590.88
159004,1,1590.89
159005,1,1590.9
159006,1,1590.91
159007,1,1590.92
159008,1,1590.93
159009,1,1590.94
159010,1,1590.95
159011,1,1590.96
159012,1,1590.97
159013,1,1590.98
159014,1,1590.99
159015,1,1591.0
159016,1,1591.01
159017,1,1591.02
159018,1,1591.03
159019,1,1591.04
159020,1,1591.05
159021,1,1591.06
159022,1,1591.07
159023,1,1591.08
159024,1,1591.09
159025,1,1591.1
159026,1,1591.11
159027,1,1591.12
159028,1,1591.13
159029,1,1591.14
159030,1,1591.15
159031,1,1591.16
159032,1,1591.17
159033,1,1591.18
159034,1,1591.19
159035,1,1591.2
159036,1,1591.21
159037,1,1591.22
159038,1,1591.23
159039,1,1591.24
159040,1,1591.25
159041,1,1591.26
159042,1,1591.27
159043,1,1591.29
159044,1,1591.3
159045,1,1591.31
159046,1,1591.32
159047,1,1591.33
159048,1,1591.34
159049,1,1591.35
159050,1,1591.36
159051,1,1591.37
159052,1,1591.38
159053,1,1591.39
159054,1,1591.4
159055,1,1591.41
159056,1,1591.42
159057,1,1591.43
159058,1,1591.44
159059,1,1591.45
159060,1,1591.46
159061,1,1591.47
159062,1,1591.48
159063,1,1591.49
159064,1,1591.5
159065,1,1591.51
159066,1,1591.52
159067,1,1591.53
159068,1,1591.54
159069,1,1591.55
159070,1,1591.56
159071,1,1591.57
159072,1,1591.58
159073,1,1591.6
159074,1,1591.61
159075,1,1591.62
159076,1,1591.63
159077,1,1591.64
159078,1,1591.65
159079,1,1591.66
159080,1,1591.67
159081,1,1591.68
159082,1,1591.69
159083,1,1591.7
159084,1,1591.71
159085,1,1591.72
159086,1,1591.73
159087,1,1591.74
159088,1,1591.75
159089,1,1591.76
159090,1,1591.77
159091,1,1591.78
159092,1,1591.79
159093,1,1591.8
159094,1,1591.81
159095,1,1591.83
159096,1,1591.84
159097,1,1591.85
159098,1,1591.86
159099,1,1591.87
159100,1,1591.88
159101,1,1591.89
159102,1,1591.9
159103,1,1591.91
159104,1,1591.92
159105,1,1591.93
159106,1,1591.94
159107,1,1591.95
159108,1,1591.96
159109,1,1591.97
159110,1,1591.98
159111,1,1591.99
159112,1,1592.0
159113,1,1592.01
159114,1,1592.02
159115,1,1592.04
159116,1,1592.05
159117,1,1592.06
159118,1,1592.07
159119,1,1592.08
159120,1,1592.09
159121,1,1592.1
159122,1,1592.11
159123,1,1592.12
159124,1,1592.13
159125,1,1592.14
159126,1,1592.15
159127,1,1592.16
159128,1,1592.17
159129,1,1592.18
159130,1,1592.19
159131,1,1592.2
159132,1,1592.22
159133,1,1592.23
159134,1,1592.24
159135,1,1592.25
159136,1,1592.26
159137,1,1592.27
159138,1,1592.28
159139,1,1592.29
159140,1,1592.3
159141,1,1592.31
159142,1,1592.32
159143,1,1592.33
159144,1,1592.34
159145,1,1592.35
159146,1,1592.36
159147,1,1592.38
159148,1,1592.39
159149,1,1592.4
159150,1,1592.41
159151,1,1592.42
159152,1,1592.43
159153,1,1592.44
159154,1,1592.45
159155,1,1592.46
159156,1,1592.47
159157,1,1592.48
159158,1,1592.49
159159,1,1592.5
159160,1,1592.51
159161,1,1592.52
159162,1,1592.54
159163,1,1592.55
159164,1,1592.56
159165,1,1592.57
159166,1,1592.58
159167,1,1592.59
159168,1,1592.6
159169,1,1592.61
159170,1,1592.62
159171,1,1592.63
159172,1,1592.64
159173,1,1592.65
159174,1,1592.66
159175,1,1592.68
159176,1,1592.69
159177,1,1592.7
159178,1,1592.71
159179,1,1592.72
159180,1,1592.73
159181,1,1592.74
159182,1,1592.75
159183,1,1592.76
159184,1,1592.77
159185,1,1592.78
159186,1,1592.79
159187,1,1592.8
159188,1,1592.82
159189,1,1592.83
159190,1,1592.84
159191,1,1592.85
159192,1,1592.86
159193,1,1592.87
159194,1,1592.88
159195,1,1592.89
159196,1,1592.9
159197,1,1592.91
159198,1,1592.92
159199,1,1592.93
159200,1,1592.95
159201,1,1592.96
159202,1,1592.97
159203,1,1592.98
159204,1,1592.99
159205,1,1593.0
159206,1,1593.01
159207,1,1593.02
159208,1,1593.03
159209,1,1593.04
159210,1,1593.05
159211,1,1593.07
159212,1,1593.08
159213,1,1593.09
159214,1,1593.1
159215,1,1593.11
159216,1,1593.12
159217,1,1593.13
159218,1,1593.14
159219,1,1593.15
159220,1,1593.16
159221,1,1593.17
159222,1,1593.19
159223,1,1593.2
159224,1,1593.21
159225,1,1593.22
159226,1,1593.23
159227,1,1593.24
159228,1,1593.25
159229,1,1593.26
159230,1,1593.27
159231,1,1593.28
159232,1,1593.29
159233,1,1593.31
159234,1,1593.32
159235,1,1593.33
159236,1,1593.34
159237,1,1593.35
159238,1,1593.36
159239,1,1593.37
159240,1,1593.38
159241,1,1593.39
159242,1,1593.4
159243,1,1593.41
159244,1,1593.43
159245,1,1593.44
159246,1,1593.45
159247,1,1593.46
159248,1,1593.47
159249,1,1593.48
159250,1,1593.49
159251,1,1593.5
159252,1,1593.51
159253,1,1593.52
159254,1,1593.54
159255,1,1593.55
159256,1,1593.56
159257,1,1593.57
159258,1,1593.58
159259,1,1593.59
159260,1,1593.6
159261,1,1593.61
159262,1,1593.62
159263,1,1593.64
159264,1,1593.65
159265,1,1593.66
159266,1,1593.67
159267,1,1593.68
159268,1,1593.69
159269,1,1593.7
159270,1,1593.71
159271,1,1593.72
159272,1,1593.73
159273,1,1593.75
159274,1,1593.76
159275,1,1593.77
159276,1,1593.78
159277,1,1593.79
159278,1,1593.8
159279,1,1593.81
159280,1,1593.82
159281,1,1593.83
159282,1,1593.85
159283,1,1593.86
159284,1,1593.87
159285,1,1593.88
159286,1,1593.89
159287,1,1593.9
159288,1,1593.91
159289,1,1593.92
159290,1,1593.93
159291,1,1593.95
159292,1,1593.96
159293,1,1593.97
159294,1,1593.98
159295,1,1593.99
159296,1,1594.0
159297,1,1594.01
159298,1,1594.02
159299,1,1594.03
159300,1,1594.05
159301,1,1594.06
159302,1,1594.07
159303,1,1594.08
159304,1,1594.09
159305,1,1594.1
159306,1,1594.11
159307,1,1594.12
159308,1,1594.13
159309,1,1594.15
159310,1,1594.16
159311,1,1594.17
159312,1,1594.18
159313,1,1594.19
159314,1,1594.2
159315,1,1594.21
159316,1,1594.22
159317,1,1594.23
159318,1,1594.25
159319,1,1594.26
159320,1,1594.27
159321,1,1594.28
159322,1,1594.29
159323,1,1594.3
159324,1,1594.31
159325,1,1594.32
159326,1,1594.34
159327,1,1594.35
159328,1,1594.36
159329,1,1594.37
159330,1,1594.38
159331,1,1594.39
159332,1,1594.4
159333,1,1594.41
159334,1,1594.43
159335,1,1594.44
159336,1,1594.45
159337,1,1594.46
159338,1,1594.47
159339,1,1594.48
159340,1,1594.49
159341,1,1594.5
159342,1,1594.51
159343,1,1594.53
159344,1,1594.54
159345,1,1594.55
159346,1,1594.56
159347,1,1594.57
159348,1,1594.58
159349,1,1594.59
159350,1,1594.6
159351,1,1594.62
159352,1,1594.63
159353,1,1594.64
159354,1,1594.65
159355,1,1594.66
159356,1,1594.67
159357,1,1594.68
159358,1,1594.69
159359,1,1594.71
159360,1,1594.72
159361,1,1594.73
159362,1,1594.74
159363,1,1594.75
159364,1,1594.76
159365,1,1594.77
159366,1,1594.78
159367,1,1594.8
159368,1,1594.81
159369,1,1594.82
159370,1,1594.83
159371,1,1594.84
159372,1,1594.85
159373,1,1594.86
159374,1,1594.87
159375,1,1594.89
159376,1,1594.9
159377,1,1594.91
159378,1,1594.92
159379,1,1594.93
159380,1,1594.94
159381,1,1594.95
159382,1,1594.97
159383,1,1594.98
159384,1,1594.99
159385,1,1595.0
159386,1,1595.01
159387,1,1595.02
159388,1,1595.03
159389,1,1595.04
159390,1,1595.06
159391,1,1595.07
159392,1,1595.08
159393,1,1595.09
159394,1,1595.1
159395,1,1595.11
