XG,XD,XV,Terminated,Win
0.7398402651907354,0.5684791294271762,-0.3083193946179116,0,0
0.06338291948289698,0.16637657952496032,0.7702405009921427,0,0
0.4915692415063019,0.3332799335976675,0.17515082489603062,1,0
0.8604504601714922,0.4334744513388623,-0.2939249115103545,0,0
0.5325881098495001,0.6309913689811685,-0.1635794788306686,0,0
0.7305931206329757,0.9959309600642315,-0.7265240806972072,0,0
0.6532013670416545,0.97761326593681,-0.6308146329784645,0,0
0.06133977788975642,0.27956225322439343,0.6590979688858501,0,0
0.9039489197363629,0.2617741029930092,-0.16572302272937212,0,0
0.47426792253020145,0.04186427525541381,0.48386780221438475,1,0
0.5739924716027547,0.45246769413232757,-0.026460165735082253,0,0
0.5793493572801459,0.1088941402948509,0.3117565024250032,1,0
0.19845036093963042,0.08633985325373494,0.7152097858066346,0,0
0.18927495405256956,0.1107116459483628,0.7000133999990676,0,0
0.3941743775810058,0.3579209114727062,0.24790471094628797,1,0
0.12183260568832721,0.9676470486000167,-0.08947965428834392,0,0
0.9168023668788662,0.7606736814322985,-0.6774760483111647,0,0
0.09535868449432827,0.8936301465296238,0.011011168976047925,0,0
0.6934793795889771,0.862550468910557,-0.5560298484995341,0,0
0.2323119559947192,0.4801799146449214,0.2875081293603594,1,0
0.1295320452291141,0.3750256965470913,0.4954422582237946,0,0
0.34618201907385104,0.1818880542170367,0.47192992670911227,1,0
0.6955372062320859,0.046845260131218924,0.25761753363669515,1,0
0.9452503008703687,0.9925572954163602,-0.9378075962867288,0,0
0.7701082022235187,0.880185176415807,-0.6502933786393257,0,0
0.4234792397562823,0.3162270955688029,0.26029366467491477,1,0
0.6673625745526347,0.38653743685786646,-0.05390001141050116,0,0
0.06686224952626318,0.5030362230551573,0.43010152741857954,0,0
0.9952074107746699,0.35371267090451675,-0.34892008167918664,0,0
0.19997155243558185,0.7537230581631008,0.04630538940131734,0,0
0.6781309746270334,0.881332542261577,-0.5594635168886104,0,0
0.6372922984327362,0.7394080597604468,-0.3767003581931829,0,0
0.7201971960188207,0.9202960211865114,-0.6404932172053321,0,0
0.7396375991193482,0.9205467171756175,-0.6601843162949658,0,0
0.6647052909568847,0.9544359515323003,-0.619141242489185,0,0
0.8034398057245326,0.8891455079753994,-0.6925853136999319,0,0
0.244679737124898,0.4262044037700071,0.3291158591050949,1,0
0.22490467514567092,0.8471289309421882,-0.07203360608785914,0,0
0.5839469479635342,0.9079577477981039,-0.4919046957616381,0,0
0.715572943084488,0.07814313866964373,0.20628391824586823,1,0
0.38426142430680654,0.5457369548204718,0.07000162087272166,1,0
0.3455376063265112,0.9013266321798572,-0.2468642385063684,0,0
